Name,Price,Location,Year,Condition,Km,Origin,Style,Manufacture,Color,Seat,Window
Mercedes Benz GLC 300 4Matic - 2024,2639,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Audi A4 40 TFSI Advanced - 2022,1405,TP HCM,2022.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Đỏ,5.0,4.0
MG ZS Standard 1.5 AT 2WD - 2023,538,TP HCM,2023.0,Xe mới,,Nhập khẩu,Crossover,Xăng,Đen,5.0,5.0
VinFast VF e34 AT - 2022,710,Hà Nội,2022.0,Xe mới,,Lắp ráp trong nước,Crossover,Điện,Xanh,5.0,5.0
Mercedes Benz C class C300 AMG - 2024,2099,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Đỏ,5.0,4.0
Hyundai Venue - 2022,519,TP HCM,2022.0,Xe mới,,Lắp ráp trong nước,Crossover,Xăng,Đỏ,5.0,5.0
Peugeot 5008 Premium - 2024,1119,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Trắng,7.0,5.0
Kia Sportage Signature X-Line 2.0D - 2024,939,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,Crossover,Dầu,Xanh,5.0,5.0
VinFast VF9 Eco - 2023,1091,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Trắng,7.0,5.0
Honda CRV e:HEV RS - 2023,1259,TP HCM,2023.0,Xe mới,,Nhập khẩu,SUV,Hybrid,Đỏ,5.0,5.0
Kia K3 Premium 1.6 AT - 2023,619,TP HCM,2023.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
VinFast VF8 Plus - 2023,1270,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Xám,5.0,5.0
Toyota Land Cruiser 3.5 V6 - 2024,4286,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đen,7.0,5.0
VinFast VF8 Eco - 2024,1090,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Đỏ,5.0,5.0
Mitsubishi Pajero Sport 2.4D 4x4 AT - 2023,1025,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Dầu,Đỏ,7.0,5.0
VinFast VF6 Plus - 2024,750,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Đỏ,5.0,5.0
Isuzu QKR 210 thùng kín - 2023,550,TP HCM,2023.0,Xe mới,,Lắp ráp trong nước,Truck,Dầu,Trắng,3.0,2.0
Ford Everest Titanium Plus 2.0L 4x4 AT - 2024,1388,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Dầu,Đen,7.0,5.0
Ford Everest Titanium 2.0L 4x2 AT - 2024,1299,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Dầu,Đen,7.0,5.0
VinFast VF7 Eco - 2024,820,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Đen,5.0,5.0
BMW X7 xDrive40i M Sport - 2023,5549,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Xanh,7.0,5.0
Ford Transit Tiêu chuẩn - 2024,849,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,Van/Minivan,Dầu,Bạc,16.0,4.0
Hyundai i10 1.2 AT - 2024,396,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,Hatchback,Xăng,Trắng,5.0,5.0
Subaru Forester 2.0i-S EyeSight - 2023,949,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Bạc,5.0,5.0
VinFast VF8 - 2024,1270,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Đỏ,5.0,5.0
Toyota Avanza Premio 1.5 AT - 2024,548,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Bạc,7.0,5.0
Hyundai Venue 1.0 T-GDi Đặc Biệt - 2023,579,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Đỏ,5.0,5.0
MG ZS Luxury 1.5 AT 2WD - 2024,578,Hà Nội,2024.0,Xe mới,,Nhập khẩu,Crossover,Xăng,Bạc,5.0,5.0
Lexus LX 600 Vip - 2023,9600,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,4.0,5.0
Ford Everest Titanium 2.0L 4x2 AT - 2024,1210,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Dầu,Nâu,7.0,5.0
Hyundai Creta Cao cấp 1.5 AT - 2024,681,Hà Nội,2024.0,Xe mới,,Nhập khẩu,Crossover,Xăng,Đỏ,5.0,5.0
Toyota Innova E 2.0 MT - 2024,725,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,Crossover,Xăng,Bạc,8.0,5.0
Mitsubishi Xpander Premium 1.5 AT - 2023,626,TP HCM,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
BMW X6 xDrive40i M Sport - 2023,3757,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Toyota Yaris Cross HEV 1.5 CVT - 2024,755,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Hybrid,Đen,5.0,5.0
Ford Ranger XLS 2.0L 4x2 AT - 2024,650,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Dầu,Cam,5.0,4.0
Volkswagen Touareg Elegance 2.0 TSI - 2023,2699,TP HCM,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Xanh,5.0,5.0
Mercedes Benz GLC 300 4Matic - 2023,2631,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Đen,5.0,5.0
Lexus RX 350 Luxury - 2023,4330,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
MG ZS Luxury 1.5 AT 2WD - 2024,505,Hà Nội,2024.0,Xe mới,,Nhập khẩu,Crossover,Xăng,Đỏ,5.0,5.0
BMW 7 Series 735i M Sport - 2023,4499,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Trắng,5.0,4.0
Ford Ranger Wildtrak 2.0L 4x4 AT - 2024,872,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Dầu,Cam,5.0,4.0
Toyota Corolla Cross 1.8V - 2024,843,TP HCM,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Lexus NX 350 F-Sport - 2023,3130,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Mercedes Benz G class G63 AMG - 2024,11750,TP HCM,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Ford Everest Titanium 2.0L 4x2 AT - 2023,1210,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Dầu,Bạc,7.0,5.0
Toyota Land Cruiser 3.5 V6 - 2023,4286,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đen,7.0,5.0
Mercedes Benz C class C300 AMG - 2023,2099,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Ford Territory Trend 1.5 AT - 2024,725,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Ford Everest Titanium 2.0L 4x2 AT - 2024,1204,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Dầu,Cam,7.0,5.0
MG ZS Standard 1.5 AT 2WD - 2024,450,Hà Nội,2024.0,Xe mới,,Nhập khẩu,Crossover,Xăng,Bạc,5.0,5.0
Hyundai Custin Cao Cấp 2.0T - 2024,970,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,Van/Minivan,Xăng,Đen,7.0,5.0
Toyota Vios E 1.5 MT - 2023,469,TP HCM,2023.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Cát,5.0,4.0
Kia Sonet Premium 1.5 AT - 2023,574,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,Crossover,Xăng,Xám,5.0,5.0
Ford Ranger Wildtrak 2.0L 4x4 AT - 2024,850,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Dầu,Trắng,5.0,4.0
Toyota Innova E 2.0 MT - 2024,755,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,Crossover,Xăng,Bạc,8.0,5.0
Kia Morning X-Line - 2023,424,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,Hatchback,Xăng,Trắng,5.0,5.0
Mercedes Benz GLC 300 4Matic - 2023,2631,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Ford Everest Titanium 2.0L 4x2 AT - 2024,1224,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Dầu,Trắng,7.0,5.0
Toyota Land Cruiser 3.5 V6 - 2024,4286,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đen,7.0,5.0
Subaru Forester 2.0i-L - 2023,799,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Lexus RX 350 Premium - 2023,3430,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Xanh,5.0,5.0
BMW X3 sDrive20i M Sport - 2023,2115,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Toyota Prado VX 2.7L - 2023,2628,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
Hyundai Venue 1.0 T-GDi Đặc Biệt - 2023,579,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Đen,5.0,5.0
Mercedes Benz E class E300 AMG - 2021,2630,TP HCM,2021.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Đỏ,5.0,4.0
Hyundai SantaFe Tiêu chuẩn 2.5L - 2024,1000,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Trắng,7.0,5.0
Lexus RX 350 Premium - 2023,3430,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Ford Everest Titanium Plus 2.0L 4x4 AT - 2024,1355,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Dầu,Trắng,7.0,5.0
Ford Ranger Wildtrak 2.0L 4x4 AT - 2024,872,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Dầu,Trắng,5.0,4.0
Lexus RX 350 Premium - 2024,3430,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đỏ,5.0,5.0
Ford Transit Tiêu chuẩn - 2023,775,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,Van/Minivan,Dầu,Bạc,16.0,4.0
Rolls Royce Cullinan - 2023,22500,TP HCM,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đen,4.0,5.0
Hyundai Creta Tiêu chuẩn 1.5 AT - 2024,589,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,Crossover,Xăng,Đỏ,5.0,5.0
Hyundai Palisade Prestige 2.2 AT HTRAC - 2024,1549,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Dầu,Trắng,6.0,5.0
Ford Everest Titanium 2.0L 4x2 AT - 2024,1299,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Dầu,Bạc,7.0,5.0
Mercedes Benz S class S450 4Matic - 2024,5039,TP HCM,2024.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
Subaru Forester 2.0i-S EyeSight - 2023,949,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Mazda CX5 Luxury 2.0 AT - 2023,799,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Xanh,5.0,5.0
MG 5 Standard 1.5 AT - 2024,405,Hà Nội,2024.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Trắng,5.0,4.0
MG ZS Luxury 1.5 AT 2WD - 2024,578,Hà Nội,2024.0,Xe mới,,Nhập khẩu,Crossover,Xăng,Trắng,5.0,5.0
Ford Ranger Sport 2.0L 4x4 AT - 2023,864,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Dầu,Trắng,5.0,4.0
BMW 7 Series 730Li - 2023,3919,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Trắng,5.0,4.0
Rolls Royce Cullinan Black Badge 6.75 V12 - 2022,22500,Hà Nội,2022.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đen,4.0,5.0
Mercedes Benz GLC 300 4Matic - 2023,2631,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
VinFast VF5 Plus - 2024,468,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Xanh,5.0,5.0
Toyota Vios E 1.5 MT - 2024,454,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Bạc,5.0,4.0
Lexus GX 550 - 2024,5970,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,7.0,0.0
Ford Territory Titanium X 1.5 AT - 2024,855,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Đen,5.0,5.0
Hyundai Stargazer Cao cấp 1.5 AT - 2024,560,Hà Nội,2024.0,Xe mới,,Nhập khẩu,Van/Minivan,Xăng,Đen,7.0,5.0
Hyundai Accent 1.4 AT - 2023,458,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Ford Everest Titanium 2.0L 4x2 AT - 2024,1210,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Dầu,Đen,7.0,5.0
Toyota Vios E 1.5 MT - 2024,479,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Toyota Land Cruiser 3.5 V6 - 2024,4299,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
Lexus RX 350 Premium - 2023,3430,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Cam,5.0,4.0
Hyundai Creta Đặc biệt 1.5 AT - 2024,637,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,Crossover,Xăng,Trắng,5.0,5.0
Toyota Fortuner 2.4L 4x2 AT - 2024,1055,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Dầu,Trắng,7.0,5.0
Ford Everest Titanium 2.0L 4x2 AT - 2024,1204,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Dầu,Nâu,7.0,5.0
Mercedes Benz Maybach S680 4Matic - 2022,15999,Hà Nội,2022.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Đen,4.0,4.0
Ford Ranger Wildtrak 2.0L 4x4 AT - 2024,872,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Dầu,Đỏ,5.0,4.0
BMW Z4 sDrive 20i - 2023,3114,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Convertible/Cabriolet,Xăng,Bạc,2.0,2.0
Haval H6 HEV - 2023,852,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Hybrid,Xanh,5.0,5.0
Ford Ranger Wildtrak 2.0L 4x4 AT - 2024,919,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Dầu,Xám,5.0,4.0
MG 5 Standard 1.5 AT - 2024,380,Hà Nội,2024.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Trắng,5.0,4.0
Mitsubishi Xpander Premium 1.5 AT - 2023,623,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
Ford Ranger Wildtrak 2.0L 4x4 AT - 2024,872,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Dầu,Vàng,5.0,4.0
Lexus RX 350 Luxury - 2023,4330,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Rolls Royce Cullinan Black Badge - 2021,42000,Hà Nội,2021.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đen,4.0,5.0
Ford Everest Titanium 2.0L 4x2 AT - 2023,1224,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Dầu,Trắng,7.0,5.0
Kia Seltos Premium 1.4 AT - 2023,704,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,Crossover,Xăng,Cam,5.0,5.0
MG ZS Luxury 1.5 AT 2WD - 2023,508,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Crossover,Xăng,Đỏ,5.0,5.0
VinFast VF8 Plus - 2023,1270,TP HCM,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Cam,5.0,5.0
Mazda CX5 Deluxe 2.0 AT - 2023,759,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Jeep Wrangler Rubicon 2.0 4x4 AT - 2023,4088,TP HCM,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Xám,5.0,5.0
Volkswagen T-Cross Elegance 1.0 AT - 2023,989,TP HCM,2023.0,Xe mới,,Nhập khẩu,Crossover,Xăng,Đỏ,5.0,5.0
Toyota Corolla Cross 1.8V - 2023,830,TP HCM,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đen,5.0,5.0
Hyundai Accent 1.4 AT - 2024,463,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Ford Transit Tiêu chuẩn - 2024,849,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,Van/Minivan,Dầu,Nâu,16.0,4.0
Toyota Alphard 2.4 AT - 2024,4370,Hà Nội,2024.0,Xe mới,,Nhập khẩu,Van/Minivan,Xăng,Đen,7.0,5.0
Ford Everest Titanium 2.0L 4x2 AT - 2024,1224,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Dầu,Đen,7.0,5.0
Ford Ranger XLS 2.0L 4x2 AT - 2023,677,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Dầu,Đen,5.0,4.0
Kia Morning GT-Line - 2023,424,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,Hatchback,Xăng,Trắng,5.0,5.0
Mazda 6 Premium 2.0 AT - 2024,825,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,872,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Dầu,Cam,5.0,4.0
Subaru Forester 2.0i-L EyeSight - 2023,869,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Hyundai Palisade Prestige 2.2 AT HTRAC - 2023,1534,TP HCM,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Dầu,Trắng,6.0,5.0
Subaru WRX 2.4 CVT - 2022,1742,TP HCM,2022.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Cam,5.0,4.0
VinFast VF8 Plus - 2023,1064,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Đen,5.0,5.0
Mercedes Benz GLS 450 4Matic - 2024,5129,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đen,7.0,5.0
Kia Carens 1.5G IVT - 2024,614,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Trắng,7.0,5.0
Volkswagen Tiguan Facelift - 2023,1699,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
VinFast VF5 Plus - 2024,468,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Bạc,5.0,5.0
Kia Seltos - 2024,649,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,Crossover,Xăng,Trắng,5.0,5.0
VinFast VF8 Plus - 2023,1270,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Trắng,5.0,5.0
Kia Carnival Signature 3.5G - 2024,1759,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,Van/Minivan,Xăng,Xanh,7.0,5.0
Mercedes Benz GLS 450 4Matic - 2024,5329,TP HCM,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đen,7.0,5.0
Mercedes Benz GLC 300 4Matic - 2023,2631,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Đỏ,5.0,5.0
Ford Ranger Raptor 2.0L 4x4 AT - 2023,1306,TP HCM,2023.0,Xe mới,,Nhập khẩu,Bán tải / Pickup,Dầu,Xám,5.0,4.0
Kia Carnival Luxury 2.2D - 2022,1179,TP HCM,2022.0,Xe mới,,Lắp ráp trong nước,Van/Minivan,Dầu,Trắng,8.0,5.0
Mitsubishi Xpander 1.5 MT - 2023,525,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Trắng,7.0,5.0
Toyota Corolla altis 1.8V - 2024,750,Hà Nội,2024.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
Mercedes Benz Maybach S680 4Matic - 2022,15999,Hà Nội,2022.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Đen,4.0,4.0
Lexus LX 600 Vip - 2023,9610,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,4.0,5.0
Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,986,TP HCM,2023.0,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Dầu,Đỏ,5.0,4.0
Ford Ranger Wildtrak 2.0L 4x4 AT - 2024,877,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Dầu,Vàng,5.0,4.0
Hyundai Accent 1.4 AT Đặc Biệt - 2023,505,TP HCM,2023.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Hyundai Tucson 2.0 AT Đặc biệt - 2023,814,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,Crossover,Xăng,Trắng,5.0,5.0
Audi A4 40 TFSI Advanced - 2022,1405,TP HCM,2022.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Xám,5.0,4.0
Skoda Kodiaq Ambition 1.4 Turbo - 2023,1169,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đen,7.0,0.0
VinFast VF8 Eco - 2023,963,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Đỏ,5.0,5.0
Lexus GX 550 - 2024,5970,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Xám,7.0,0.0
Mitsubishi Outlander Premium 2.0 CVT - 2023,903,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Trắng,7.0,5.0
Toyota Yaris Cross 1.5 D-CVT - 2024,650,TP HCM,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Xanh,5.0,5.0
Ford Everest Titanium Plus 2.0L 4x4 AT - 2024,1388,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Dầu,Trắng,7.0,5.0
Lexus RX 350 Luxury - 2023,4330,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Xanh,5.0,5.0
Volkswagen Teramont 2.0 AT - 2023,2099,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đỏ,7.0,5.0
Peugeot 3008 GT - 2024,1124,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,Crossover,Xăng,Đỏ,5.0,5.0
Toyota Vios E 1.5 MT - 2024,439,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Cát,5.0,4.0
Mercedes Benz E class E300 AMG - 2023,2848,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Mitsubishi Xpander 1.5 AT - 2023,551,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đen,7.0,5.0
Mitsubishi Attrage 1.2 MT - 2024,380,TP HCM,2024.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Xám,5.0,4.0
Hyundai i10 1.2 AT - 2023,399,TP HCM,2023.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Honda Accord 1.5 AT - 2023,1185,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
VinFast VF6 Plus - 2024,750,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Trắng,5.0,5.0
Volvo XC90 Ultimate B6 AWD - 2023,3807,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
Toyota Land Cruiser 3.5 V6 - 2024,4286,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đen,7.0,5.0
Lexus ES 250 F Sport - 2023,2710,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Trắng,5.0,4.0
BMW 7 Series 735i M Sport - 2023,4489,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Đỏ,5.0,4.0
Hyundai Accent đặc biệt - 2024,512,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Nhiều màu,5.0,0.0
Ford Ranger XLS 2.0L 4x2 AT - 2023,657,TP HCM,2023.0,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Dầu,Trắng,5.0,4.0
Toyota Innova Cross 2.0 CVT - 2024,810,TP HCM,2024.0,Xe mới,,Nhập khẩu,Crossover,Xăng,Nâu,8.0,5.0
Suzuki XL7 1.5 AT - 2023,599,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
Volkswagen Teramont 2.0 AT - 2022,2099,Hà Nội,2022.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
BMW X3 sDrive20i M Sport - 2023,2119,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Đen,5.0,5.0
Toyota Vios G 1.5 CVT - 2023,592,TP HCM,2023.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Ford Ranger Raptor 2.0L 4x4 AT - 2024,1219,TP HCM,2024.0,Xe mới,,Nhập khẩu,Bán tải / Pickup,Dầu,Xanh,5.0,4.0
Nissan Navara EL 2.3 AT 2WD - 2023,639,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Bán tải / Pickup,Dầu,Đen,5.0,4.0
Ford Ranger XLS 2.0L 4x2 AT - 2023,605,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Dầu,Trắng,5.0,4.0
Kia K3 Premium 1.6 AT - 2024,619,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Honda CRV e:HEV RS - 2023,1229,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Hybrid,Đen,5.0,5.0
